Ano,Semana,Producto,Clasificacion_Producto,Responsable,Clientes_Funcionarios,Valor_Funcionario,Clientes_Externos,Valor_Externos
2020,20,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,20,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,20,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,20,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000.0,0,6000.0
2020,20,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,5,3800.0
2020,20,KALE,Brasicas,Rodrigo_Gil,0,2400.0,11,3000.0
2020,20,TOMATE,Tomates,Carlos_Bojaca,0,3000.0,7,4800.0
2020,20,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000.0,26,5000.0
2020,20,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000.0,45,5000.0
2020,20,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800.0,4,6000.0
2020,20,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000.0,7,45000.0
2020,20,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800.0,23,2500.0
2020,20,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800.0,7,2700.0
2020,20,APIO,Apio,Hugo_Escobar,0,1500.0,0,2000.0
2020,20,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,20,POLEN,Polen,Luz_Stella,0,12000.0,2,12000.0
2020,21,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,9,2800.0
2020,21,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200.0,18,1500.0
2020,21,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300.0,6,2200.0
2020,21,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,11,2200.0
2020,21,BROCOLI,Brasicas,Rodrigo_Gil,3,1500.0,61,3200.0
2020,21,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500.0,4,3200.0
2020,21,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,21,CILANTRO,Cilantro,Hugo_Escobar,0,1200.0,28,1600.0
2020,21,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,0,1500.0,36,4500.0
2020,21,COLIFLOR,Brasicas,Rodrigo_Gil,4,1500.0,37,2800.0
2020,21,ESPINACA,Espinaca,Rodrigo_Gil,4,1500.0,26,2800.0
2020,21,FRESA,Fresa,Hugo_Escobar,2,2700.0,61,5300.0
2020,21,CRESPA_VERDE,Lechugas,Hugo_Escobar,10,1000.0,43,2000.0
2020,21,CRESPA_MORADA,Lechugas,Hugo_Escobar,1,1000.0,19,2000.0
2020,21,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000.0,23,2000.0
2020,21,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,30,2200.0
2020,21,RUGULA,Lechugas,Hugo_Escobar,1,1500.0,32,3500.0
2020,21,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,1,2000.0,11,2500.0
2020,21,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,3,1200.0,87,2500.0
2020,21,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,20,3100.0
2020,21,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,30,6000.0
2020,21,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,4,1500.0
2020,21,PEREJIL_LISO,Perejil,Hugo_Escobar,2,1000.0,1,1500.0
2020,21,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200.0,15,1500.0
2020,21,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,49,1500.0
2020,21,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,21,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,21,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,21,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000.0,9,6000.0
2020,21,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,3,1800.0,0,3800.0
2020,21,KALE,Brasicas,Rodrigo_Gil,0,2400.0,18,3000.0
2020,21,TOMATE,Tomates,Carlos_Bojaca,0,3000.0,4,4800.0
2020,21,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000.0,24,5000.0
2020,21,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000.0,51,5000.0
2020,21,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800.0,2,6000.0
2020,21,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000.0,9,45000.0
2020,21,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800.0,20,2500.0
2020,21,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800.0,16,2700.0
2020,21,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,0,1500.0,1,3500.0
2020,21,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,21,POLEN,Polen,Luz_Stella,0,12000.0,0,12000.0
2020,22,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,0,2800.0
2020,22,ACELGA_COMUN,Acelgas,Hugo_Escobar,3,1200.0,14,1500.0
2020,22,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,2,1300.0,3,2200.0
2020,22,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,4,2200.0
2020,22,BROCOLI,Brasicas,Rodrigo_Gil,3,1500.0,46,3200.0
2020,22,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500.0,0,3200.0
2020,22,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,22,CILANTRO,Cilantro,Hugo_Escobar,1,1200.0,17,1600.0
2020,22,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,0,1500.0,30,4500.0
2020,22,COLIFLOR,Brasicas,Rodrigo_Gil,1,1500.0,33,2800.0
2020,22,ESPINACA,Espinaca,Rodrigo_Gil,6,1500.0,67,2800.0
2020,22,FRESA,Fresa,Hugo_Escobar,10,2700.0,35,5300.0
2020,22,CRESPA_VERDE,Lechugas,Hugo_Escobar,3,1000.0,27,2000.0
2020,22,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000.0,18,2000.0
2020,22,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000.0,17,2000.0
2020,22,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,8,2200.0
2020,22,RUGULA,Lechugas,Hugo_Escobar,2,1500.0,14,3500.0
2020,22,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000.0,1,2500.0
2020,22,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,1,1200.0,45,2500.0
2020,22,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,105,3100.0
2020,22,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,30,6000.0
2020,22,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,0,1500.0
2020,22,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000.0,0,1500.0
2020,22,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,2,1200.0,15,1500.0
2020,22,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,1,1200.0,26,1500.0
2020,22,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,22,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,22,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,22,ROMANESCO,Brasicas,Rodrigo_Gil,1,4000.0,13,6000.0
2020,22,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,4,1800.0,5,3800.0
2020,22,KALE,Brasicas,Rodrigo_Gil,2,2000.0,5,3000.0
2020,22,TOMATE,Tomates,Carlos_Bojaca,1,3000.0,3,4800.0
2020,22,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000.0,13,5000.0
2020,22,CHERRY_UVALINA,Tomates,Carlos_Bojaca,3,4000.0,30,5000.0
2020,22,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800.0,6,6000.0
2020,22,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000.0,5,45000.0
2020,22,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,1,1800.0,12,2500.0
2020,22,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,1,1800.0,22,2700.0
2020,22,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,0,1500.0,5,2200.0
2020,22,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,22,POLEN,Polen,Luz_Stella,0,12000.0,0,12000.0
2020,23,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,11,2800.0
2020,23,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200.0,30,1500.0
2020,23,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300.0,5,2200.0
2020,23,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,7,2200.0
2020,23,BROCOLI,Brasicas,Rodrigo_Gil,2,1500.0,93,3200.0
2020,23,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500.0,0,3200.0
2020,23,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,23,CILANTRO,Cilantro,Hugo_Escobar,0,1200.0,39,1600.0
2020,23,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,2,1500.0,36,4500.0
2020,23,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500.0,12,2800.0
2020,23,ESPINACA,Espinaca,Rodrigo_Gil,2,1500.0,101,2800.0
2020,23,ESPINACA_BABY,Espinaca,Rodrigo_Gil,2,1500.0,6,4000.0
2020,23,FRESA,Fresa,Hugo_Escobar,6,2700.0,72,5300.0
2020,23,CRESPA_VERDE,Lechugas,Hugo_Escobar,0,1000.0,38,2000.0
2020,23,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000.0,6,2000.0
2020,23,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000.0,27,2000.0
2020,23,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,21,2200.0
2020,23,RUGULA,Lechugas,Hugo_Escobar,0,1500.0,33,3500.0
2020,23,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000.0,11,2500.0
2020,23,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,6,1200.0,89,2500.0
2020,23,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,250,3100.0
2020,23,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,20,6000.0
2020,23,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,4,1500.0
2020,23,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000.0,11,1500.0
2020,23,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200.0,40,1500.0
2020,23,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,50,1500.0
2020,23,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,23,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,23,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,23,ROMANESCO,Brasicas,Rodrigo_Gil,1,4000.0,30,6000.0
2020,23,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,0,3800.0
2020,23,KALE,Brasicas,Rodrigo_Gil,0,2000.0,17,3000.0
2020,23,TOMATE,Tomates,Carlos_Bojaca,0,3000.0,0,4800.0
2020,23,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000.0,24,5000.0
2020,23,CHERRY_UVALINA,Tomates,Carlos_Bojaca,2,4000.0,46,5000.0
2020,23,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,1800.0,13,6000.0
2020,23,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,2,30000.0,16,45000.0
2020,23,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800.0,7,2500.0
2020,23,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800.0,19,2700.0
2020,23,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,1,1800.0,5,2200.0
2020,23,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,23,POLEN,Polen,Luz_Stella,0,12000.0,3,12000.0
2020,24,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,4,2800.0
2020,24,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200.0,28,1500.0
2020,24,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300.0,2,2200.0
2020,24,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,0,2200.0
2020,24,BROCOLI,Brasicas,Rodrigo_Gil,3,1500.0,93,3200.0
2020,24,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500.0,0,3200.0
2020,24,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,24,CILANTRO,Cilantro,Hugo_Escobar,2,1200.0,21,1600.0
2020,24,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,2,1500.0,39,4500.0
2020,24,COLIFLOR,Brasicas,Rodrigo_Gil,2,1500.0,35,2800.0
2020,24,ESPINACA,Espinaca,Rodrigo_Gil,5,1500.0,181,2800.0
2020,24,ESPINACA_BABY,Espinaca,Rodrigo_Gil,2,3200.0,16,4000.0
2020,24,FRESA,Fresa,Hugo_Escobar,9,2700.0,71,5300.0
2020,24,CRESPA_VERDE,Lechugas,Hugo_Escobar,3,1000.0,47,2000.0
2020,24,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000.0,19,2000.0
2020,24,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000.0,22,2000.0
2020,24,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,35,2200.0
2020,24,RUGULA,Lechugas,Hugo_Escobar,0,1500.0,41,3500.0
2020,24,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000.0,9,2500.0
2020,24,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,2,1200.0,75,2500.0
2020,24,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,260,3100.0
2020,24,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,51,6000.0
2020,24,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,3,1500.0
2020,24,PEREJIL_LISO,Perejil,Hugo_Escobar,1,1000.0,15,1500.0
2020,24,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,2,1200.0,74,1500.0
2020,24,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,33,1500.0
2020,24,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,24,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,24,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,24,ROMANESCO,Brasicas,Rodrigo_Gil,5,4000.0,35,6000.0
2020,24,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,0,3800.0
2020,24,KALE,Brasicas,Rodrigo_Gil,1,2000.0,29,3000.0
2020,24,TOMATE,Tomates,Carlos_Bojaca,5,3000.0,21,4800.0
2020,24,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,0,4000.0,30,5000.0
2020,24,CHERRY_UVALINA,Tomates,Carlos_Bojaca,0,4000.0,55,5000.0
2020,24,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,1,4000.0,12,6000.0
2020,24,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000.0,2,45000.0
2020,24,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,1,1800.0,14,2500.0
2020,24,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800.0,18,2700.0
2020,24,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,0,1800.0,0,2200.0
2020,24,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,24,POLEN,Polen,Luz_Stella,1,12000.0,8,12000.0
2020,25,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,0,2800.0
2020,25,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200.0,8,1500.0
2020,25,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300.0,7,2200.0
2020,25,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,5,2200.0
2020,25,BROCOLI,Brasicas,Rodrigo_Gil,3,1500.0,15,3200.0
2020,25,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,0,1500.0,0,3200.0
2020,25,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,25,CILANTRO,Cilantro,Hugo_Escobar,4,1200.0,11,1600.0
2020,25,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,9,1500.0,25,4500.0
2020,25,COLIFLOR,Brasicas,Rodrigo_Gil,8,1500.0,38,2800.0
2020,25,ESPINACA,Espinaca,Rodrigo_Gil,8,1500.0,87,2800.0
2020,25,ESPINACA_BABY,Espinaca,Rodrigo_Gil,0,3200.0,15,4000.0
2020,25,FRESA,Fresa,Hugo_Escobar,20,2700.0,75,5300.0
2020,25,CRESPA_VERDE,Lechugas,Hugo_Escobar,1,1000.0,23,2000.0
2020,25,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000.0,14,2000.0
2020,25,LECHUGA_LISA,Lechugas,Hugo_Escobar,0,1000.0,13,2000.0
2020,25,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,1,1500.0,27,2200.0
2020,25,RUGULA,Lechugas,Hugo_Escobar,3,1500.0,19,3500.0
2020,25,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,2,2000.0,2,2500.0
2020,25,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,9,1200.0,49,2500.0
2020,25,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,150,3100.0
2020,25,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,30,6000.0
2020,25,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,4,1500.0
2020,25,PEREJIL_LISO,Perejil,Hugo_Escobar,2,1000.0,14,1500.0
2020,25,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,25,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,25,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,25,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,25,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,25,ROMANESCO,Brasicas,Rodrigo_Gil,2,4000.0,53,6000.0
2020,25,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,0,3800.0
2020,25,KALE,Brasicas,Rodrigo_Gil,3,2000.0,11,3000.0
2020,25,TOMATE,Tomates,Carlos_Bojaca,8,3000.0,52,4800.0
2020,25,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,3,4000.0,32,5000.0
2020,25,CHERRY_UVALINA,Tomates,Carlos_Bojaca,2,4000.0,40,5000.0
2020,25,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,4000.0,6,6000.0
2020,25,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,1,30000.0,1,45000.0
2020,25,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,0,1800.0,9,2500.0
2020,25,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,3,1800.0,15,2700.0
2020,25,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,2,1800.0,3,2200.0
2020,25,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,25,POLEN,Polen,Luz_Stella,0,12000.0,5,12000.0
2020,26,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,0,2800.0
2020,26,ACELGA_COMUN,Acelgas,Hugo_Escobar,2,1200.0,20,1500.0
2020,26,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,1,1300.0,12,2200.0
2020,26,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,9,2200.0
2020,26,BROCOLI,Brasicas,Rodrigo_Gil,1,1500.0,15,3200.0
2020,26,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2,1500.0,20,4000.0
2020,26,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,0,3500.0
2020,26,CILANTRO,Cilantro,Hugo_Escobar,9,1200.0,47,1600.0
2020,26,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,1,1500.0,22,4500.0
2020,26,COLIFLOR,Brasicas,Rodrigo_Gil,1,1500.0,17,2800.0
2020,26,ESPINACA,Espinaca,Rodrigo_Gil,9,1500.0,135,2800.0
2020,26,ESPINACA_BABY,Espinaca,Rodrigo_Gil,0,3200.0,11,4000.0
2020,26,FRESA,Fresa,Hugo_Escobar,16,2700.0,67,5300.0
2020,26,CRESPA_VERDE,Lechugas,Hugo_Escobar,2,1000.0,26,2000.0
2020,26,CRESPA_MORADA,Lechugas,Hugo_Escobar,2,1000.0,9,2000.0
2020,26,LECHUGA_LISA,Lechugas,Hugo_Escobar,1,1000.0,10,2000.0
2020,26,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,29,2200.0
2020,26,RUGULA,Lechugas,Hugo_Escobar,0,1500.0,26,3500.0
2020,26,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000.0,3,2500.0
2020,26,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,9,1200.0,72,2500.0
2020,26,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,200,3100.0
2020,26,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,15,6000.0
2020,26,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,11,1500.0
2020,26,PEREJIL_LISO,Perejil,Hugo_Escobar,6,1000.0,20,1500.0
2020,26,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,26,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,26,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,26,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,26,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,26,ROMANESCO,Brasicas,Rodrigo_Gil,0,4000.0,25,6000.0
2020,26,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,7,3800.0
2020,26,KALE,Brasicas,Rodrigo_Gil,0,2000.0,26,3000.0
2020,26,TOMATE,Tomates,Carlos_Bojaca,10,3000.0,86,5000.0
2020,26,CHERRY_AMARILLO,Tomates,Carlos_Bojaca,4,4000.0,28,5000.0
2020,26,CHERRY_UVALINA,Tomates,Carlos_Bojaca,7,4000.0,38,5000.0
2020,26,COMPOSTAJE_KILOS,Compost,Hugo_Escobar,0,4000.0,6,6000.0
2020,26,COMPOSTAJE_BULTO,Compost,Hugo_Escobar,0,30000.0,3,45000.0
2020,26,ZUQUINI_AMARILLO,Cucurbitaceas,Hugo_Escobar,2,1800.0,10,2500.0
2020,26,ZUQUINI_VERDE,Cucurbitaceas,Hugo_Escobar,0,1800.0,17,2700.0
2020,26,TAT_SOI_MORADO,Lechugas,Hugo_Escobar,0,1800.0,3,2200.0
2020,26,MAZORCA,Maiz,Hugo_Escobar,0,2000.0,0,2700.0
2020,26,POLEN,Polen,Luz_Stella,0,12000.0,2,12000.0
2020,27,ACELGA_CHINA,Acelgas,Hugo_Escobar,0,1300.0,0,2800.0
2020,27,ACELGA_COMUN,Acelgas,Hugo_Escobar,0,1200.0,12,1500.0
2020,27,ACELGA_AMARILLA,Acelgas,Hugo_Escobar,0,1300.0,9,2200.0
2020,27,ACELGA_ROJA,Acelgas,Hugo_Escobar,0,1300.0,13,2200.0
2020,27,BROCOLI,Brasicas,Rodrigo_Gil,1,1500.0,36,3200.0
2020,27,CEBOLLA_CABEZONA,Cebollas,Rodrigo_Gil,2,1500.0,21,4000.0
2020,27,CEBOLLA_LARGA,Cebollas,Hugo_Escobar,0,1800.0,20,3500.0
2020,27,CILANTRO,Cilantro,Hugo_Escobar,4,1200.0,27,1600.0
2020,27,COGOLLOS_DE_TUDELA,Lechugas,Hugo_Escobar,2,1500.0,18,4500.0
2020,27,COLIFLOR,Brasicas,Rodrigo_Gil,0,1500.0,14,2800.0
2020,27,ESPINACA,Espinaca,Rodrigo_Gil,2,1500.0,53,2800.0
2020,27,ESPINACA_BABY,Espinaca,Rodrigo_Gil,0,3200.0,4,4000.0
2020,27,FRESA,Fresa,Hugo_Escobar,2,2700.0,65,5300.0
2020,27,CRESPA_VERDE,Lechugas,Hugo_Escobar,0,1000.0,23,2000.0
2020,27,CRESPA_MORADA,Lechugas,Hugo_Escobar,0,1000.0,11,2000.0
2020,27,LECHUGA_LISA,Lechugas,Hugo_Escobar,2,1000.0,12,2000.0
2020,27,LECHUGA_ROMANA,Lechugas,Hugo_Escobar,0,1500.0,34,2200.0
2020,27,RUGULA,Lechugas,Hugo_Escobar,2,1500.0,36,3500.0
2020,27,MEZCLA_ASIATICAS,Asiaticas,Hugo_Escobar,0,2000.0,13,2500.0
2020,27,PEPINO_EUROPEO,Cucurbitaceas,Hugo_Escobar,6,1200.0,48,2500.0
2020,27,PEPINO_KILO_3100,Cucurbitaceas,Hugo_Escobar,0,3100.0,0,3100.0
2020,27,PEPINO_KILO_6000,Cucurbitaceas,Hugo_Escobar,0,6000.0,0,6000.0
2020,27,PEREJIL_CRESPO,Perejil,Hugo_Escobar,0,1000.0,10,1500.0
2020,27,PEREJIL_LISO,Perejil,Hugo_Escobar,0,1000.0,14,1500.0
2020,27,PIMENTON_AMARILLO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,27,PIMENTON_ROJO,Pimenton,Carlos_Bojaca,0,1200.0,0,1500.0
2020,27,REPOLLO__MORADO,Brasicas,Rodrigo_Gil,0,1800.0,0,2800.0
2020,27,REPOLLO_VERDE,Brasicas,Rodrigo_Gil,0,1800.0,0,2400.0
2020,27,REPOLLO_RIZADO,Brasicas,Rodrigo_Gil,0,1800.0,0,3800.0
2020,27,ROMANESCO,Brasicas,Rodrigo_Gil,3,4000.0,46,6000.0
2020,27,TOMATE_DE_ARBOL,TomateArbol,Hugo_Escobar,0,1800.0,2,3800.0
2020,27,KALE,Brasicas,Rodrigo_Gil,2,2000.0,11,3000.0
